image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_308.jpg,EUS,train,5.83,32.16,3.69,30.29,0.263,48.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_309.jpg,EUS,train,5.91,29.01,3.0,29.26,0.02,50.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_310.jpg,EUS,train,6.37,32.1,3.87,33.13,0.136,45.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_311.jpg,EUS,val,6.13,26.41,4.31,28.57,0.392,59.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_312.jpg,EUS,train,6.34,30.73,3.05,24.91,0.523,61.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_313.jpg,EUS,train,4.97,33.95,4.04,28.39,0.609,42.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_317.jpg,EUS,train,4.0,32.96,4.01,27.92,0.168,42.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_318.jpg,EUS,train,5.02,32.35,2.94,23.32,0.066,30.95
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_319.jpg,EUS,train,6.2,32.15,2.46,26.2,0.158,47.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_322.jpg,EUS,train,5.19,32.58,4.61,39.17,0.645,67.09
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_323.jpg,EUS,train,6.88,32.94,2.81,32.95,0.433,42.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_324.jpg,EUS,train,5.46,33.55,2.36,23.8,0.323,36.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_325.jpg,EUS,val,6.42,29.46,2.12,25.58,0.881,44.68
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_326.jpg,EUS,val,5.39,28.12,4.89,24.56,0.04,48.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_327.jpg,EUS,train,5.83,33.37,5.55,23.05,0.288,57.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_328.jpg,EUS,train,4.75,31.49,4.73,26.59,0.539,41.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_329.jpg,EUS,val,6.47,30.16,2.7,32.92,0.574,49.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_331.jpg,EUS,val,5.94,29.06,2.72,28.01,0.107,49.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_332.jpg,EUS,train,5.46,24.07,3.06,34.9,0.203,46.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_333.jpg,EUS,train,5.7,25.4,3.36,24.9,0.085,46.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_335.jpg,EUS,train,5.37,31.54,2.83,23.29,0.158,49.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_336.jpg,EUS,train,4.67,32.68,3.99,21.66,0.7,39.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_341.jpg,EUS,train,6.23,33.54,2.88,22.06,0.251,24.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_344.jpg,EUS,train,6.15,29.9,2.78,23.7,0.107,24.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_347.jpg,EUS,train,5.87,32.52,3.17,31.18,0.259,58.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_351.jpg,EUS,train,6.11,28.55,3.79,34.72,0.447,47.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_38.jpg,EUS,val,5.82,27.19,2.28,31.42,0.171,47.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_42.jpg,EUS,train,5.58,30.47,1.97,23.49,0.316,37.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_43.jpg,EUS,train,5.56,30.1,2.22,32.71,0.178,39.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_47.jpg,EUS,train,5.72,34.71,2.61,22.4,0.172,32.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_48.jpg,EUS,train,5.66,33.97,3.73,27.89,0.057,58.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_5.jpg,EUS,train,5.48,33.04,3.52,28.68,0.32,42.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_50.jpg,EUS,val,5.3,34.62,2.67,21.71,0.226,34.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_51.jpg,EUS,train,6.02,29.73,3.59,24.6,0.028,32.56
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_55.jpg,EUS,train,6.68,30.06,3.16,28.94,0.097,8.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_56.jpg,EUS,train,7.0,28.3,3.33,33.98,0.223,38.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_58.jpg,EUS,train,5.56,28.99,2.61,38.89,0.725,53.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_59.jpg,EUS,train,6.76,32.23,1.91,29.58,0.076,52.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_6.jpg,EUS,train,5.52,35.63,2.87,23.61,0.127,41.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_61.jpg,EUS,train,4.86,31.22,2.85,28.03,0.094,47.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_62.jpg,EUS,train,6.88,28.51,2.35,32.41,0.854,41.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_65.jpg,EUS,train,6.75,30.17,4.42,19.46,0.066,47.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_66.jpg,EUS,val,7.1,29.32,3.73,31.57,0.106,51.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_67.jpg,EUS,train,6.1,30.9,3.8,19.94,0.052,40.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_7.jpg,EUS,train,6.48,30.46,0.5,25.19,0.046,36.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_70.jpg,EUS,train,5.97,34.86,4.0,31.61,0.037,39.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_71.jpg,EUS,train,5.78,32.02,2.72,33.97,0.343,43.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_72.jpg,EUS,train,6.72,27.48,3.56,31.4,0.077,55.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_75.jpg,EUS,train,6.49,29.1,2.96,34.3,0.063,44.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_76.jpg,EUS,train,6.3,27.67,3.0,29.33,0.251,50.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_77.jpg,EUS,train,5.7,30.25,2.21,27.31,0.193,59.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_78.jpg,EUS,train,7.08,27.42,2.17,21.54,0.297,45.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_79.jpg,EUS,train,6.53,29.99,3.2,28.47,0.004,28.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_8.jpg,EUS,train,7.73,32.3,3.37,30.46,0.134,41.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_82.jpg,EUS,train,5.93,34.55,3.43,30.92,1.074,58.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_83.jpg,EUS,train,6.59,29.19,3.24,28.5,0.227,23.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_84.jpg,EUS,train,5.72,34.29,3.77,23.9,0.17,51.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_86.jpg,EUS,train,7.66,26.69,3.76,32.67,0.132,53.21
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_88.jpg,EUS,train,5.55,33.6,2.38,27.09,0.471,35.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_89.jpg,EUS,train,6.16,37.52,3.35,28.24,0.014,55.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_90.jpg,EUS,train,6.23,31.28,2.57,24.3,0.473,40.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_91.jpg,EUS,train,5.3,30.2,3.32,20.67,0.076,49.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_92.jpg,EUS,train,5.31,30.6,2.76,29.71,0.137,62.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_93.jpg,EUS,train,6.45,30.55,3.32,26.41,0.555,39.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_95.jpg,EUS,train,6.4,29.88,3.39,30.4,0.327,53.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_96.jpg,EUS,train,6.68,33.91,3.15,27.12,0.04,53.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_97.jpg,EUS,train,6.17,32.6,2.98,28.87,0.15,36.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_1.jpg,EUS,train,5.93,30.1,3.15,26.21,0.081,47.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_101.jpg,EUS,train,6.69,28.77,3.26,25.4,0.16,41.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_103.jpg,EUS,train,6.32,32.35,2.4,24.58,0.1,45.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_105.jpg,EUS,train,5.05,36.14,3.32,22.33,0.045,38.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_107.jpg,EUS,train,6.62,33.03,2.28,30.9,0.222,38.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_108.jpg,EUS,train,7.73,38.06,2.92,25.63,0.346,48.27
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_11.jpg,EUS,val,5.31,30.4,4.23,27.77,0.752,30.84
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_113.jpg,EUS,train,6.88,32.46,2.99,28.67,0.098,55.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_115.jpg,EUS,train,4.94,29.63,4.26,27.52,0.033,43.68
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_117.jpg,EUS,train,6.45,27.28,2.3,29.56,0.162,33.26
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_118.jpg,EUS,train,6.15,30.3,3.82,31.13,0.543,48.05
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_122.jpg,EUS,train,5.51,30.16,3.9,26.9,0.049,40.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_124.jpg,EUS,train,6.89,33.93,2.19,33.16,0.56,50.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_126.jpg,EUS,train,4.88,31.78,4.05,30.43,0.066,58.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_128.jpg,EUS,train,5.99,33.12,1.43,37.68,0.148,46.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_13.jpg,EUS,train,7.02,27.39,3.56,29.65,0.286,35.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_131.jpg,EUS,train,6.69,31.02,2.07,31.91,1.018,36.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_132.jpg,EUS,train,5.71,34.38,4.88,27.84,0.008,66.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_133.jpg,EUS,train,5.72,35.09,2.58,30.94,0.063,40.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_134.jpg,EUS,val,5.46,29.99,4.11,34.39,0.069,51.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_136.jpg,EUS,val,6.15,31.8,2.41,30.89,0.076,24.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_137.jpg,EUS,train,6.18,30.82,4.71,28.95,0.025,36.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_139.jpg,EUS,train,6.29,32.45,4.17,27.9,0.23,51.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_14.jpg,EUS,train,5.31,31.82,2.53,34.61,0.008,65.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_140.jpg,EUS,train,6.0,32.79,4.22,30.28,0.383,56.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_141.jpg,EUS,train,6.14,30.28,3.54,27.55,0.397,44.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_143.jpg,EUS,val,5.66,29.15,4.9,31.91,0.161,52.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_145.jpg,EUS,val,5.98,26.47,2.44,15.45,0.183,43.63
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_147.jpg,EUS,train,5.12,31.21,2.87,34.01,0.246,54.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_149.jpg,EUS,train,6.8,27.12,2.08,27.66,0.473,67.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_15.jpg,EUS,train,5.98,30.54,2.05,31.78,0.005,42.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_151.jpg,EUS,val,6.32,33.38,3.83,25.48,0.184,37.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_154.jpg,EUS,val,5.45,28.06,2.86,26.04,0.388,47.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_155.jpg,EUS,train,6.14,31.46,2.41,28.42,0.244,46.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_156.jpg,EUS,val,5.57,31.23,4.13,31.7,0.838,63.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_159.jpg,EUS,train,6.34,29.45,2.56,19.71,0.492,46.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_160.jpg,EUS,train,6.32,34.34,2.64,32.55,0.445,48.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_162.jpg,EUS,train,4.01,26.04,4.26,29.76,1.036,39.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_164.jpg,EUS,train,6.04,29.78,3.23,38.55,0.517,47.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_166.jpg,EUS,train,5.76,32.09,3.33,18.42,0.093,38.21
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_168.jpg,EUS,train,5.41,26.05,3.17,31.28,0.244,40.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_17.jpg,EUS,train,6.74,26.61,2.18,24.44,0.241,43.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_170.jpg,EUS,train,5.96,31.03,4.11,23.28,0.165,40.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_172.jpg,EUS,train,6.02,33.2,2.44,27.27,0.597,47.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_173.jpg,EUS,train,6.27,35.58,1.98,27.51,0.306,47.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_175.jpg,EUS,train,5.29,29.42,2.61,22.21,0.169,40.35
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_176.jpg,EUS,train,6.48,35.16,3.41,25.76,0.046,38.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_18.jpg,EUS,train,6.57,33.32,2.89,28.73,0.038,34.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_180.jpg,EUS,train,6.01,33.19,3.83,27.91,0.184,71.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_184.jpg,EUS,train,5.85,29.12,3.11,25.83,0.026,57.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_185.jpg,EUS,val,5.82,33.8,4.48,34.11,0.114,45.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_189.jpg,EUS,train,6.65,31.0,3.31,28.22,0.421,31.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_19.jpg,EUS,train,6.51,33.37,3.68,26.36,0.56,41.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_192.jpg,EUS,train,5.94,31.27,4.0,30.57,0.013,65.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_193.jpg,EUS,train,7.42,31.2,0.5,32.95,0.047,37.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_195.jpg,EUS,train,5.8,32.53,1.95,23.69,0.395,48.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_199.jpg,EUS,val,5.63,28.55,2.79,28.96,0.135,31.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_2.jpg,EUS,train,6.25,26.87,3.97,30.18,0.098,49.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_200.jpg,EUS,train,5.84,36.46,3.0,30.94,0.085,13.83
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_203.jpg,EUS,train,6.13,33.64,3.83,31.66,0.125,35.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_205.jpg,EUS,train,6.23,30.97,3.06,33.35,0.073,43.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_206.jpg,EUS,train,6.08,39.44,3.74,26.36,0.138,34.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_207.jpg,EUS,val,6.17,34.57,4.1,28.92,0.41,49.04
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_208.jpg,EUS,train,5.68,30.53,3.13,19.14,0.072,43.05
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_209.jpg,EUS,val,5.65,32.98,2.02,32.23,0.071,48.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_21.jpg,EUS,train,5.5,37.15,3.83,24.54,0.398,56.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_210.jpg,EUS,train,6.58,23.64,2.4,31.78,0.032,25.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_211.jpg,EUS,train,6.47,30.78,4.97,31.22,0.337,66.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_213.jpg,EUS,train,7.28,31.94,3.05,32.13,0.133,49.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_215.jpg,EUS,train,6.98,33.08,3.84,22.3,0.1,64.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_218.jpg,EUS,train,5.56,37.75,3.39,24.6,0.335,47.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_220.jpg,EUS,train,6.21,28.94,2.81,19.96,0.214,31.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_222.jpg,EUS,train,6.14,35.16,3.07,27.03,0.012,52.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_223.jpg,EUS,val,6.38,31.38,3.77,32.13,0.088,48.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_23.jpg,EUS,train,6.19,30.57,3.27,27.94,0.16,59.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_28.jpg,EUS,train,7.62,30.06,3.45,30.34,0.132,57.84
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_35.jpg,EUS,train,6.36,32.93,4.95,31.82,0.024,31.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_36.jpg,EUS,train,6.03,32.64,3.41,22.71,0.262,40.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_37.jpg,EUS,train,6.44,31.96,4.5,28.94,0.038,33.35
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_38.jpg,EUS,train,5.14,30.54,3.04,22.54,0.238,35.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_39.jpg,EUS,train,6.16,31.77,3.27,32.97,0.058,71.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_4.jpg,EUS,train,6.81,29.53,2.2,29.58,0.147,43.83
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_43.jpg,EUS,train,5.6,33.24,3.94,28.67,0.161,49.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_44.jpg,EUS,train,6.21,31.58,4.13,30.5,0.141,43.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_45.jpg,EUS,train,7.33,26.74,2.7,27.84,0.534,66.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_46.jpg,EUS,train,5.31,29.55,3.44,27.74,0.057,45.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_47.jpg,EUS,val,6.27,33.36,2.72,24.52,0.162,40.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_5.jpg,EUS,train,7.25,29.08,3.43,25.45,0.323,52.41
