pond_id,species,ph,do_mgL,temp_C,ammonia_mgL,salinity_ppt,turbidity_ntu,water_quality_status,is_synthetic,split
pond_03320,shrimp,8.59,3.82,28.7,0.0,25.69,0.3,Acceptable,True,val
pond_03321,shrimp,8.77,5.17,29.1,0.281,18.8,69.7,Critical,True,train
pond_03322,shrimp,9.03,3.39,31.3,0.236,24.39,58.8,Critical,True,train
pond_03323,shrimp,8.86,5.93,25.3,0.066,25.68,53.5,Poor,True,train
pond_03324,shrimp,8.17,5.87,27.4,0.07,13.77,47.0,Optimal,True,val
pond_03325,shrimp,7.9,5.13,31.0,0.0,18.51,0.0,Acceptable,True,train
pond_03326,shrimp,7.09,5.59,30.7,0.0,14.66,25.0,Acceptable,True,train
pond_03327,shrimp,8.01,5.63,27.2,0.027,8.85,34.9,Acceptable,True,train
pond_03328,shrimp,8.26,3.2,30.7,0.0,18.96,18.4,Acceptable,True,train
pond_03329,shrimp,8.02,4.56,32.4,0.0,11.21,6.1,Optimal,True,val
pond_03330,shrimp,7.06,5.62,29.4,0.0,19.66,20.5,Acceptable,True,train
pond_03331,shrimp,7.86,5.19,27.3,0.097,8.44,41.0,Acceptable,True,train
pond_03332,shrimp,8.32,3.93,31.4,0.169,17.94,41.0,Critical,True,train
pond_03333,shrimp,7.49,6.74,33.3,0.033,8.36,58.2,Acceptable,True,val
pond_03334,shrimp,8.08,3.78,27.6,0.507,20.71,81.3,Critical,True,test
pond_03335,shrimp,8.22,5.37,29.6,0.138,14.84,53.7,Poor,True,test
pond_03336,shrimp,8.56,5.4,31.9,0.011,14.31,36.5,Optimal,True,train
pond_03337,shrimp,8.86,4.32,29.8,0.369,23.2,76.0,Critical,True,train
pond_03338,shrimp,7.81,5.65,25.7,0.0,15.23,8.4,Acceptable,True,train
pond_03339,shrimp,8.09,4.05,30.5,0.0,17.61,0.0,Acceptable,True,train
pond_03340,shrimp,8.11,5.39,27.3,0.0,15.91,22.3,Optimal,True,test
pond_03341,shrimp,8.32,6.64,26.7,0.16,19.79,56.2,Critical,True,train
pond_03342,shrimp,8.27,5.6,25.7,0.001,22.74,43.4,Acceptable,True,train
pond_03343,shrimp,8.71,7.82,32.1,0.0,21.6,17.4,Acceptable,True,val
pond_03344,shrimp,6.83,4.76,27.7,0.0,14.43,25.5,Acceptable,True,train
pond_03345,shrimp,8.21,6.25,30.2,0.0,23.65,15.2,Optimal,True,train
pond_03346,shrimp,8.24,5.11,30.8,0.0,11.96,15.2,Optimal,True,test
pond_03347,shrimp,7.88,4.83,29.9,0.272,12.92,71.0,Critical,True,val
pond_03348,shrimp,6.87,6.39,30.2,0.0,16.3,37.1,Acceptable,True,val
pond_03349,shrimp,7.97,2.65,30.3,0.473,22.76,75.4,Critical,True,train
pond_03350,shrimp,7.64,5.23,29.8,0.0,10.56,22.2,Optimal,True,train
pond_03351,shrimp,8.84,4.4,27.8,0.196,21.9,49.8,Critical,True,val
pond_03352,shrimp,8.19,4.79,27.6,0.079,16.7,44.5,Optimal,True,train
pond_03353,shrimp,7.6,4.28,29.3,0.254,14.61,57.6,Critical,True,train
pond_03354,shrimp,6.97,3.72,29.2,0.02,23.04,45.1,Acceptable,True,train
pond_03355,shrimp,8.3,2.56,30.4,0.352,12.59,59.7,Critical,True,val
pond_03356,shrimp,8.35,4.61,31.9,0.176,29.57,51.1,Critical,True,train
pond_03357,shrimp,7.89,4.51,30.3,0.0,16.03,18.2,Optimal,True,test
pond_03358,shrimp,8.3,4.93,27.7,0.076,17.82,54.7,Optimal,True,train
pond_03359,shrimp,7.83,7.02,24.7,0.0,25.49,37.9,Acceptable,True,train
pond_03360,shrimp,8.53,5.8,27.8,0.0,17.97,24.5,Optimal,True,train
pond_03361,shrimp,8.5,5.29,26.5,0.081,23.54,53.9,Acceptable,True,train
pond_03362,shrimp,7.18,8.9,27.9,0.0,6.26,58.4,Poor,True,train
pond_03363,shrimp,7.3,5.88,30.0,0.0,14.57,30.3,Acceptable,True,test
pond_03364,shrimp,9.02,7.68,29.7,0.0,19.18,33.0,Acceptable,True,train
pond_03365,shrimp,8.47,3.19,33.6,0.089,22.95,12.3,Acceptable,True,train
pond_03366,shrimp,7.37,4.81,30.6,0.0,21.23,3.9,Acceptable,True,train
pond_03367,shrimp,7.21,2.17,33.7,0.251,20.72,35.2,Critical,True,train
pond_03368,shrimp,8.1,3.97,31.1,0.294,22.84,55.8,Critical,True,train
pond_03369,shrimp,7.43,3.45,31.9,0.0,19.61,28.5,Acceptable,True,train
pond_03370,shrimp,7.84,8.61,28.7,0.041,5.21,68.6,Poor,True,train
pond_03371,shrimp,7.98,4.61,27.1,0.138,24.93,35.9,Poor,True,train
pond_03372,shrimp,7.95,4.79,28.5,0.061,12.39,36.0,Optimal,True,val
pond_03373,shrimp,8.56,3.06,29.5,0.214,18.72,34.2,Critical,True,train
pond_03374,shrimp,8.92,5.82,28.1,0.12,18.0,59.6,Poor,True,train
pond_03375,shrimp,7.76,4.32,27.3,0.037,17.26,20.8,Optimal,True,train
pond_03376,shrimp,7.43,5.65,30.4,0.0,10.92,37.4,Optimal,True,test
pond_03377,shrimp,8.19,3.26,27.3,0.124,6.34,29.1,Poor,True,train
pond_03378,shrimp,8.82,5.57,26.1,0.0,11.49,28.8,Acceptable,True,train
pond_03379,shrimp,7.8,3.26,27.0,0.211,21.54,40.7,Critical,True,train
pond_03380,shrimp,8.43,4.35,29.0,0.175,9.04,37.7,Critical,True,val
pond_03381,shrimp,7.58,5.05,27.3,0.37,12.16,61.0,Critical,True,train
pond_03382,shrimp,8.01,4.22,29.0,0.119,19.3,39.8,Acceptable,True,train
pond_03383,shrimp,7.42,3.84,30.8,0.276,11.35,51.1,Critical,True,val
pond_03384,shrimp,8.01,5.62,30.8,0.0,14.01,43.5,Optimal,True,train
pond_03385,shrimp,7.94,7.81,28.0,0.112,17.45,68.1,Acceptable,True,train
pond_03386,shrimp,8.3,5.99,26.6,0.0,18.55,34.0,Acceptable,True,train
pond_03387,shrimp,8.89,4.11,28.2,0.312,11.24,34.0,Critical,True,test
pond_03388,shrimp,7.81,4.48,30.9,0.101,17.78,54.9,Optimal,True,train
pond_03389,shrimp,7.0,3.84,31.5,0.263,19.19,33.7,Critical,True,train
pond_03390,shrimp,7.9,5.66,30.3,0.153,10.0,50.0,Poor,True,train
pond_03391,shrimp,8.15,4.42,32.1,0.383,18.18,86.8,Critical,True,train
pond_03392,shrimp,8.1,1.87,33.3,0.34,13.06,20.4,Critical,True,train
pond_03393,shrimp,7.92,6.41,28.4,0.111,17.68,70.6,Acceptable,True,train
pond_03394,shrimp,8.74,5.07,32.8,0.0,20.98,30.2,Acceptable,True,val
pond_03395,shrimp,8.07,6.75,28.9,0.027,16.03,66.8,Optimal,True,train
pond_03396,shrimp,7.95,3.57,31.7,0.275,22.02,53.7,Critical,True,val
pond_03397,shrimp,7.61,4.74,31.1,0.172,21.35,52.0,Critical,True,train
pond_03398,shrimp,7.13,4.56,25.2,0.135,21.99,37.0,Poor,True,train
pond_03399,shrimp,8.16,5.32,27.4,0.17,19.22,35.0,Critical,True,train
pond_03400,shrimp,8.12,6.01,26.8,0.0,23.05,25.6,Acceptable,True,train
pond_03401,shrimp,7.47,5.11,25.6,0.0,19.12,40.1,Acceptable,True,train
pond_03402,shrimp,7.98,4.68,31.4,0.108,7.83,36.3,Acceptable,True,train
pond_03403,shrimp,7.93,3.76,34.1,0.157,12.64,43.8,Critical,True,test
pond_03404,shrimp,7.69,4.41,28.9,0.028,15.84,11.8,Optimal,True,test
pond_03405,shrimp,7.6,5.96,31.4,0.0,16.52,40.5,Optimal,True,train
pond_03406,shrimp,8.2,3.63,32.8,0.314,18.97,65.3,Critical,True,train
pond_03407,shrimp,7.89,4.83,30.0,0.148,12.56,58.9,Poor,True,train
pond_03408,shrimp,7.7,3.05,29.4,0.272,28.05,40.5,Critical,True,train
pond_03409,shrimp,7.57,5.57,29.0,0.381,16.44,91.2,Critical,True,train
pond_03410,shrimp,7.94,3.91,30.7,0.171,16.96,28.5,Critical,True,train
pond_03411,shrimp,8.46,5.42,31.4,0.0,13.31,38.3,Optimal,True,val
pond_03412,shrimp,8.1,2.95,30.5,0.116,11.48,11.0,Poor,True,train
pond_03413,shrimp,7.88,5.06,30.4,0.0,16.31,31.9,Optimal,True,test
pond_03414,shrimp,8.15,2.21,29.4,0.442,17.15,75.8,Poor,True,train
pond_03415,shrimp,8.68,6.49,26.0,0.0,16.52,32.7,Acceptable,True,train
pond_03416,shrimp,8.25,4.05,31.5,0.0,26.1,9.4,Acceptable,True,train
pond_03417,shrimp,8.13,6.05,26.7,0.088,16.31,57.4,Acceptable,True,test
pond_03418,shrimp,8.32,3.71,30.9,0.159,16.53,47.8,Poor,True,train
pond_03419,shrimp,7.92,3.21,31.2,0.261,21.48,56.6,Critical,True,val
pond_03420,shrimp,8.09,4.96,27.0,0.066,16.06,34.1,Optimal,True,test
pond_03421,shrimp,7.76,5.4,28.2,0.0,19.97,19.9,Optimal,True,train
pond_03422,shrimp,7.22,4.22,34.2,0.027,9.97,36.3,Acceptable,True,train
pond_03423,shrimp,8.17,5.21,29.3,0.184,10.01,51.1,Critical,True,train
pond_03424,shrimp,8.17,4.41,26.8,0.184,17.67,38.6,Critical,True,test
pond_03425,shrimp,7.86,6.52,31.3,0.0,15.73,47.8,Optimal,True,train
pond_03426,shrimp,8.52,5.66,27.8,0.0,12.55,29.3,Optimal,True,train
pond_03427,shrimp,7.64,5.21,25.3,0.04,17.67,48.5,Acceptable,True,train
pond_03428,shrimp,7.11,5.0,30.6,0.104,18.15,39.9,Acceptable,True,train
pond_03429,shrimp,7.65,5.66,27.5,0.0,13.1,25.9,Optimal,True,val
pond_03430,shrimp,7.23,4.4,30.2,0.079,14.15,42.8,Acceptable,True,train
pond_03431,shrimp,8.17,4.94,27.7,0.154,18.19,32.3,Acceptable,True,train
pond_03432,shrimp,7.62,5.56,31.1,0.126,11.38,52.3,Poor,True,train
pond_03433,shrimp,8.49,6.76,29.9,0.006,13.68,57.5,Optimal,True,train
pond_03434,shrimp,8.48,3.91,23.8,0.231,19.94,50.0,Critical,True,train
pond_03435,shrimp,7.54,6.05,30.3,0.0,16.87,7.3,Optimal,True,val
pond_03436,shrimp,7.6,5.0,28.9,0.0,14.38,20.7,Optimal,True,train
pond_03437,shrimp,8.27,4.23,32.6,0.0,12.03,27.3,Optimal,True,train
pond_03438,shrimp,8.49,6.18,30.4,0.0,11.43,24.1,Optimal,True,train
pond_03439,shrimp,6.99,1.16,31.2,0.246,16.28,29.1,Critical,True,test
pond_03440,shrimp,8.14,6.2,27.9,0.189,28.14,58.5,Critical,True,train
pond_03441,shrimp,6.9,6.81,27.8,0.0,20.11,54.0,Acceptable,True,test
pond_03442,shrimp,7.73,3.99,29.4,0.019,9.67,31.5,Optimal,True,train
pond_03443,shrimp,8.55,3.34,28.7,0.207,20.89,51.8,Critical,True,test
pond_03444,shrimp,9.5,5.97,32.4,0.0,12.83,46.6,Poor,True,val
pond_03445,shrimp,7.88,2.78,29.2,0.315,16.97,39.3,Critical,True,train
pond_03446,shrimp,7.38,6.04,26.8,0.167,13.76,63.0,Critical,True,train
pond_03447,shrimp,7.74,6.52,27.7,0.0,28.13,26.8,Acceptable,True,train
pond_03448,shrimp,8.03,4.7,31.6,0.168,10.76,41.1,Critical,True,train
pond_03449,shrimp,7.66,5.58,29.1,0.0,18.72,19.0,Optimal,True,val
pond_03450,shrimp,7.54,4.61,29.0,0.048,13.23,19.9,Optimal,True,train
pond_03451,shrimp,7.79,4.72,31.8,0.0,21.06,12.8,Optimal,True,train
pond_03452,shrimp,8.2,4.5,27.5,0.0,18.61,20.3,Optimal,True,test
pond_03453,shrimp,7.92,5.45,24.6,0.065,23.9,41.7,Acceptable,True,train
pond_03454,shrimp,7.56,5.35,27.6,0.0,20.95,34.0,Optimal,True,train
pond_03455,shrimp,7.66,2.81,30.0,0.216,13.19,34.6,Critical,True,test
pond_03456,shrimp,7.79,5.64,29.0,0.036,33.04,34.0,Poor,True,test
pond_03457,shrimp,7.5,2.76,26.1,0.523,20.05,75.5,Critical,True,train
pond_03458,shrimp,7.65,4.63,31.7,0.0,13.97,17.3,Optimal,True,train
pond_03459,shrimp,8.32,5.25,29.9,0.0,18.13,15.1,Optimal,True,train
pond_03460,shrimp,7.88,3.61,30.4,0.071,20.47,23.1,Optimal,True,train
pond_03461,shrimp,7.12,3.07,30.4,0.248,20.26,38.6,Critical,True,train
pond_03462,shrimp,8.51,5.09,26.6,0.034,19.73,50.3,Acceptable,True,train
pond_03463,shrimp,8.21,5.39,30.2,0.384,22.32,52.4,Critical,True,train
pond_03464,shrimp,7.31,4.67,31.5,0.121,21.77,58.9,Poor,True,train
pond_03465,shrimp,7.82,2.78,32.0,0.194,12.34,37.8,Critical,True,train
pond_03466,shrimp,7.6,4.49,31.1,0.006,28.59,32.1,Acceptable,True,train
pond_03467,shrimp,8.34,4.81,30.6,0.472,27.83,72.7,Critical,True,train
pond_03468,shrimp,7.81,6.11,25.7,0.0,21.41,0.0,Poor,True,train
pond_03469,shrimp,7.96,3.63,29.5,0.218,17.21,41.3,Critical,True,train
pond_03470,shrimp,7.91,5.56,27.4,0.042,17.31,48.6,Optimal,True,train
pond_03471,shrimp,7.26,5.13,32.3,0.261,15.22,77.5,Critical,True,val
pond_03472,shrimp,8.7,4.77,32.0,0.0,15.93,6.8,Acceptable,True,test
pond_03473,shrimp,8.33,5.86,27.4,0.0,4.97,31.6,Acceptable,True,train
pond_03474,shrimp,7.63,6.8,29.4,0.0,25.42,12.8,Optimal,True,train
pond_03475,shrimp,8.1,4.85,30.0,0.0,23.48,4.0,Acceptable,True,train
pond_03476,shrimp,8.49,3.25,31.5,0.312,7.78,35.9,Critical,True,test
pond_03477,shrimp,8.03,4.8,25.8,0.117,21.89,56.7,Poor,True,train
pond_03478,shrimp,8.78,6.34,24.6,0.122,16.96,64.1,Poor,True,val
pond_03479,shrimp,9.46,3.05,29.6,0.138,15.91,29.4,Critical,True,test
pond_03480,shrimp,7.94,5.95,23.9,0.085,19.71,53.3,Poor,True,train
pond_03481,shrimp,7.71,5.26,29.8,0.192,7.41,36.0,Critical,True,test
pond_03482,shrimp,7.51,5.85,30.8,0.064,16.94,51.1,Acceptable,True,train
pond_03483,shrimp,6.89,2.21,32.2,0.293,17.44,63.1,Critical,True,train
pond_03484,shrimp,8.62,5.29,28.1,0.0,17.44,36.1,Optimal,True,train
pond_03485,shrimp,7.82,4.62,29.9,0.248,9.48,61.5,Critical,True,val
pond_03486,shrimp,8.44,4.45,30.9,0.0,19.46,15.7,Optimal,True,train
pond_03487,shrimp,8.54,5.68,26.9,0.055,22.83,53.1,Acceptable,True,test
pond_03488,shrimp,7.46,4.21,31.5,0.191,19.24,60.7,Poor,True,val
pond_03489,shrimp,7.53,6.31,30.1,0.245,15.74,58.6,Critical,True,test
pond_03490,shrimp,8.87,6.66,28.2,0.0,31.79,16.3,Poor,True,test
pond_03491,shrimp,7.96,7.29,29.8,0.0,11.91,35.9,Optimal,True,train
pond_03492,shrimp,7.67,4.87,29.2,0.268,21.25,46.0,Critical,True,val
pond_03493,shrimp,7.48,3.84,31.2,0.166,18.34,48.9,Critical,True,train
pond_03494,shrimp,7.93,3.85,28.7,0.218,28.07,42.3,Critical,True,train
pond_03495,shrimp,8.75,4.04,30.0,0.27,19.13,68.6,Critical,True,train
pond_03496,shrimp,8.34,6.03,28.1,0.0,20.31,14.1,Optimal,True,test
pond_03497,shrimp,8.09,6.4,27.4,0.0,19.78,35.2,Optimal,True,train
pond_03498,shrimp,8.79,5.51,29.9,0.0,11.18,6.2,Acceptable,True,train
pond_03499,shrimp,8.7,4.54,27.5,0.332,12.22,52.4,Critical,True,train
pond_03500,shrimp,8.17,3.53,31.3,0.276,15.48,51.1,Critical,True,train
pond_03501,shrimp,9.39,6.79,30.8,0.263,22.27,107.0,Critical,True,train
pond_03502,shrimp,7.88,4.26,27.8,0.281,18.28,60.5,Critical,True,train
pond_03503,shrimp,8.55,6.37,30.0,0.032,15.86,46.6,Optimal,True,train
pond_03504,shrimp,7.8,5.75,27.8,0.102,24.55,45.1,Optimal,True,train
pond_03505,shrimp,8.45,4.88,26.0,0.129,6.1,33.7,Poor,True,val
pond_03506,shrimp,7.88,3.74,28.2,0.295,9.87,42.6,Critical,True,train
pond_03507,shrimp,8.23,4.0,29.4,0.179,3.27,45.5,Critical,True,test
pond_03508,shrimp,9.2,4.99,30.6,0.0,23.65,0.7,Poor,True,train
pond_03509,shrimp,8.48,3.62,29.8,0.13,16.47,43.9,Poor,True,train
pond_03510,shrimp,8.24,6.12,31.5,0.0,22.31,42.0,Optimal,True,train
pond_03511,shrimp,7.61,5.14,27.3,0.348,16.4,75.1,Critical,True,test
pond_03512,shrimp,8.09,5.87,28.7,0.0,22.63,37.4,Optimal,True,train
pond_03513,shrimp,7.5,4.56,33.1,0.0,16.3,24.7,Acceptable,True,train
pond_03514,shrimp,8.44,7.9,25.3,0.0,19.25,45.4,Acceptable,True,val
pond_03515,shrimp,8.43,4.55,28.5,0.067,18.45,41.5,Optimal,True,test
pond_03516,shrimp,7.91,5.57,27.1,0.022,18.86,37.4,Optimal,True,test
pond_03517,shrimp,8.83,3.24,29.1,0.0,26.27,14.4,Poor,True,test
pond_03518,shrimp,8.76,5.18,28.5,0.045,8.07,36.9,Acceptable,True,train
pond_03519,shrimp,8.07,5.81,30.8,0.0,16.62,28.4,Optimal,True,train
pond_03520,shrimp,8.28,4.91,30.1,0.0,18.09,35.7,Optimal,True,train
pond_03521,shrimp,7.71,8.36,26.6,0.0,17.27,54.6,Acceptable,True,train
pond_03522,shrimp,7.86,5.78,28.2,0.0,14.81,26.5,Optimal,True,train
pond_03523,shrimp,7.46,4.15,29.5,0.083,14.06,35.6,Optimal,True,train
pond_03524,shrimp,7.76,4.9,31.1,0.104,25.42,50.8,Optimal,True,val
pond_03525,shrimp,7.95,1.58,34.9,0.346,16.61,34.6,Critical,True,train
pond_03526,shrimp,7.17,3.42,31.0,0.61,30.41,92.2,Critical,True,val
pond_03527,shrimp,8.29,3.95,27.3,0.226,19.91,45.0,Critical,True,train
pond_03528,shrimp,8.51,4.88,29.3,0.0,15.41,15.2,Optimal,True,train
pond_03529,shrimp,8.0,4.62,29.9,0.0,20.04,23.2,Optimal,True,train
pond_03530,shrimp,6.65,6.56,28.4,0.0,17.6,21.2,Poor,True,val
pond_03531,shrimp,7.87,4.4,30.5,0.098,24.38,23.5,Optimal,True,train
pond_03532,shrimp,7.3,4.96,24.5,0.169,10.58,50.7,Critical,True,train
pond_03533,shrimp,7.7,6.34,30.7,0.0,7.09,17.9,Acceptable,True,train
pond_03534,shrimp,8.73,1.55,28.5,0.32,18.99,33.4,Poor,True,test
pond_03535,shrimp,6.78,4.91,29.3,0.231,21.6,62.9,Critical,True,train
pond_03536,shrimp,7.59,4.18,32.7,0.0,18.57,29.6,Optimal,True,train
pond_03537,shrimp,8.41,5.54,26.7,0.0,20.7,53.4,Acceptable,True,val
pond_03538,shrimp,7.65,5.24,30.1,0.0,19.89,6.3,Acceptable,True,test
pond_03539,shrimp,7.61,4.46,31.2,0.054,8.86,32.6,Optimal,True,val
pond_03540,shrimp,9.02,5.3,29.9,0.0,18.55,22.3,Acceptable,True,train
pond_03541,shrimp,8.19,5.05,25.9,0.166,24.24,46.0,Critical,True,train
pond_03542,shrimp,8.47,2.24,32.5,0.073,17.94,19.3,Critical,True,train
pond_03543,shrimp,8.25,4.87,29.0,0.287,9.8,81.4,Poor,True,train
pond_03544,shrimp,8.08,3.88,28.3,0.0,15.16,7.2,Optimal,True,test
pond_03545,shrimp,8.63,4.11,28.8,0.265,20.06,62.7,Critical,True,train
pond_03546,shrimp,8.95,6.42,28.7,0.072,26.88,57.6,Acceptable,True,train
pond_03547,shrimp,7.16,7.38,26.9,0.0,6.24,46.2,Poor,True,test
pond_03548,shrimp,7.98,6.07,29.9,0.0,18.99,41.1,Optimal,True,train
pond_03549,shrimp,7.98,6.31,28.2,0.053,11.87,77.1,Optimal,True,train
pond_03550,shrimp,7.79,4.47,31.0,0.487,19.79,89.4,Critical,True,train
pond_03551,shrimp,8.49,5.71,30.6,0.0,20.23,35.9,Optimal,True,train
pond_03552,shrimp,8.13,4.25,33.1,0.009,15.72,43.2,Acceptable,True,train
pond_03553,shrimp,8.96,7.26,29.0,0.0,20.47,29.0,Poor,True,train
pond_03554,shrimp,8.55,4.18,27.7,0.064,23.27,16.6,Optimal,True,train
pond_03555,shrimp,8.68,6.49,26.3,0.002,16.09,49.3,Acceptable,True,test
pond_03556,shrimp,7.4,1.97,34.3,0.372,9.65,45.0,Critical,True,train
pond_03557,shrimp,7.6,5.22,31.0,0.0,24.84,7.8,Optimal,True,train
pond_03558,shrimp,7.64,3.15,28.0,0.124,21.56,49.1,Poor,True,train
pond_03559,shrimp,8.66,2.33,33.2,0.391,20.1,45.7,Critical,True,train
pond_03560,shrimp,7.52,2.45,32.5,0.273,13.2,28.0,Critical,True,train
pond_03561,shrimp,7.53,5.91,26.5,0.016,22.42,26.7,Acceptable,True,train
pond_03562,shrimp,7.44,5.68,27.8,0.04,28.23,48.5,Acceptable,True,train
pond_03563,shrimp,9.38,7.82,29.2,0.0,16.33,72.2,Poor,True,train
pond_03564,shrimp,7.93,5.33,27.1,0.19,17.52,48.0,Poor,True,train
pond_03565,shrimp,8.26,5.78,29.3,0.15,11.14,55.6,Poor,True,train
pond_03566,shrimp,7.43,4.57,31.1,0.036,13.04,23.4,Optimal,True,train
pond_03567,shrimp,8.48,6.45,26.5,0.0,11.09,31.7,Acceptable,True,train
pond_03568,shrimp,7.11,4.8,30.1,0.19,17.72,52.2,Critical,True,train
pond_03569,shrimp,7.51,5.42,32.1,0.0,15.13,12.8,Optimal,True,train
pond_03570,shrimp,7.63,3.3,30.4,0.236,19.05,44.1,Critical,True,train
pond_03571,shrimp,8.11,1.91,29.3,0.371,12.09,49.9,Critical,True,train
pond_03572,shrimp,7.6,5.7,28.0,0.163,16.08,39.2,Poor,True,train
pond_03573,shrimp,8.76,2.14,31.3,0.388,11.76,46.4,Critical,True,val
pond_03574,shrimp,8.25,7.08,26.9,0.0,18.03,41.2,Acceptable,True,train
pond_03575,shrimp,7.66,4.0,30.0,0.054,8.02,27.6,Acceptable,True,train
pond_03576,shrimp,8.5,3.54,29.6,0.034,17.83,16.4,Acceptable,True,val
pond_03577,shrimp,7.8,7.37,32.0,0.0,15.47,38.2,Optimal,True,train
pond_03578,shrimp,7.7,5.13,28.2,0.171,18.0,66.1,Critical,True,train
pond_03579,shrimp,8.45,4.85,28.4,0.276,7.91,60.5,Critical,True,train
pond_03580,shrimp,6.77,6.44,26.8,0.0,20.6,33.1,Poor,True,train
pond_03581,shrimp,8.37,5.52,30.5,0.006,15.36,32.7,Optimal,True,train
pond_03582,shrimp,7.64,6.42,28.6,0.0,18.19,31.2,Optimal,True,val
pond_03583,shrimp,7.64,3.72,27.6,0.067,6.71,31.2,Acceptable,True,test
pond_03584,shrimp,8.98,5.9,27.8,0.098,10.16,45.8,Acceptable,True,train
pond_03585,shrimp,7.73,4.13,30.7,0.329,14.85,61.1,Critical,True,train
pond_03586,shrimp,8.48,4.36,27.1,0.459,24.57,85.3,Critical,True,train
pond_03587,shrimp,8.14,5.47,27.3,0.0,19.9,23.4,Optimal,True,train
pond_03588,shrimp,8.19,2.09,31.5,0.41,17.71,53.0,Critical,True,train
pond_03589,shrimp,7.87,6.01,29.1,0.005,11.92,50.8,Optimal,True,train
pond_03590,shrimp,7.85,3.88,31.6,0.001,10.92,33.4,Optimal,True,train
pond_03591,shrimp,8.76,4.44,28.7,0.0,18.52,19.5,Acceptable,True,train
pond_03592,shrimp,8.47,4.64,29.5,0.242,20.85,45.5,Critical,True,test
pond_03593,shrimp,7.75,4.51,29.8,0.465,18.15,82.4,Critical,True,train
pond_03594,shrimp,7.48,5.34,32.6,0.093,26.4,45.4,Acceptable,True,train
pond_03595,shrimp,7.71,2.7,32.4,0.052,13.25,24.3,Acceptable,True,train
pond_03596,shrimp,8.49,3.65,32.0,0.214,17.99,36.9,Critical,True,val
pond_03597,shrimp,8.59,4.92,28.1,0.0,7.69,17.2,Acceptable,True,train
pond_03598,shrimp,8.28,4.11,27.3,0.193,18.16,40.4,Critical,True,train
pond_03599,shrimp,7.19,4.53,31.2,0.277,25.08,53.7,Critical,True,train
pond_03600,shrimp,8.38,3.11,32.5,0.228,11.27,26.1,Critical,True,train
pond_03601,shrimp,8.65,2.42,32.1,0.0,21.63,0.0,Poor,True,train
pond_03602,shrimp,8.09,5.42,29.5,0.0,24.93,45.5,Optimal,True,val
pond_03603,shrimp,8.99,6.22,31.1,0.0,13.21,30.0,Acceptable,True,train
pond_03604,shrimp,7.34,4.41,31.1,0.0,19.57,25.0,Acceptable,True,train
pond_03605,shrimp,8.34,4.59,29.8,0.0,25.69,24.8,Optimal,True,train
pond_03606,shrimp,7.49,4.54,29.9,0.248,18.27,48.0,Critical,True,val
pond_03607,shrimp,8.53,4.12,29.7,0.005,21.33,31.8,Optimal,True,train
pond_03608,shrimp,8.31,6.68,27.8,0.062,7.24,58.6,Acceptable,True,train
pond_03609,shrimp,8.9,5.32,28.0,0.065,20.28,59.0,Acceptable,True,train
pond_03610,shrimp,8.25,2.61,28.0,0.227,19.84,34.6,Critical,True,train
pond_03611,shrimp,7.8,7.2,26.0,0.0,9.71,29.6,Optimal,True,train
pond_03612,shrimp,7.75,5.86,29.8,0.096,11.7,42.6,Optimal,True,train
pond_03613,shrimp,7.87,5.55,29.4,0.069,20.32,37.1,Optimal,True,train
pond_03614,shrimp,7.74,1.04,31.2,0.125,15.34,4.9,Critical,True,train
pond_03615,shrimp,8.67,4.04,32.3,0.508,23.12,78.3,Poor,True,test
pond_03616,shrimp,8.64,5.08,32.4,0.194,18.71,54.3,Critical,True,train
pond_03617,shrimp,7.25,4.4,32.6,0.013,17.31,30.7,Acceptable,True,train
pond_03618,shrimp,8.02,5.5,27.8,0.0,16.06,1.7,Acceptable,True,val
pond_03619,shrimp,8.03,6.73,26.3,0.0,18.61,36.4,Acceptable,True,train
pond_03620,shrimp,7.61,4.41,31.5,0.0,21.42,28.2,Optimal,True,train
pond_03621,shrimp,8.22,5.42,32.5,0.0,19.94,38.8,Optimal,True,train
pond_03622,shrimp,8.73,4.06,32.9,0.0,14.67,0.0,Acceptable,True,test
pond_03623,shrimp,8.45,4.61,30.6,0.0,23.82,30.6,Optimal,True,train
pond_03624,shrimp,8.67,7.07,25.1,0.0,20.62,31.8,Acceptable,True,train
pond_03625,shrimp,7.64,4.1,30.3,0.08,19.12,36.2,Optimal,True,test
pond_03626,shrimp,8.02,3.15,30.7,0.252,17.5,35.3,Critical,True,train
pond_03627,shrimp,7.62,4.05,32.3,0.218,19.75,41.0,Critical,True,train
pond_03628,shrimp,8.12,4.65,32.6,0.343,6.93,70.4,Critical,True,val
pond_03629,shrimp,8.16,5.36,31.5,0.0,18.33,29.7,Optimal,True,train
pond_03630,shrimp,8.48,6.27,28.2,0.0,26.02,21.8,Optimal,True,test
pond_03631,shrimp,8.66,5.34,27.2,0.0,18.21,5.5,Acceptable,True,train
pond_03632,shrimp,8.34,4.27,30.7,0.064,17.46,29.8,Optimal,True,val
pond_03633,shrimp,7.57,4.56,27.8,0.0,13.72,12.0,Optimal,True,train
pond_03634,shrimp,7.32,4.21,32.7,0.183,19.71,59.2,Critical,True,train
pond_03635,shrimp,8.26,3.85,25.7,0.227,15.93,38.1,Poor,True,train
pond_03636,shrimp,8.75,4.49,30.7,0.226,24.2,58.8,Critical,True,train
pond_03637,shrimp,7.99,8.03,30.2,0.08,12.25,69.3,Optimal,True,test
