image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-131-img-2.jpg,Healthy,train,6.7,25.98,6.38,15.01,0.01,8.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-131-img-3.jpg,Healthy,train,7.68,26.84,6.35,16.39,0.018,11.0
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-132-img-1.jpg,Healthy,train,7.17,26.67,5.71,12.75,0.016,12.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-132-img-2.jpg,Healthy,train,6.85,26.96,6.75,11.4,0.006,10.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-132-img-3.jpg,Healthy,train,7.15,25.29,5.51,16.5,0.017,11.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-133-img-1.jpg,Healthy,test,6.87,22.2,6.36,17.2,0.019,17.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-133-img-2.jpg,Healthy,test,7.06,25.84,7.82,11.99,0.005,12.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-133-img-3.jpg,Healthy,train,7.73,26.46,6.3,15.54,0.006,10.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-134-img-1.jpg,Healthy,train,7.31,25.96,7.06,14.9,0.018,7.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-134-img-2.jpg,Healthy,val,6.95,25.11,7.19,10.73,0.017,21.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-134-img-3.jpg,Healthy,train,7.18,26.43,6.76,16.29,0.017,15.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-135-img-1.jpg,Healthy,train,7.14,26.89,5.03,16.31,0.0,12.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-135-img-2.jpg,Healthy,train,7.54,27.42,6.11,15.81,0.007,15.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-135-img-3.jpg,Healthy,val,7.04,27.43,6.76,16.45,0.027,13.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-136-img-1.jpg,Healthy,train,7.44,27.13,7.09,16.42,0.037,9.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-136-img-2.jpg,Healthy,train,7.26,25.76,6.13,13.65,0.009,11.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-136-img-3.jpg,Healthy,val,6.63,26.32,6.5,13.37,0.032,11.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-137-img-1.jpg,Healthy,test,7.22,23.59,6.12,13.46,0.033,9.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-137-img-2.jpg,Healthy,train,7.45,25.71,6.37,10.99,0.005,12.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-137-img-3.jpg,Healthy,test,7.21,28.04,5.85,8.96,0.018,12.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-138-img-1.jpg,Healthy,train,7.26,25.26,6.9,13.05,0.035,12.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-138-img-2.jpg,Healthy,val,7.61,26.59,6.25,14.95,0.007,6.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-138-img-3.jpg,Healthy,test,7.04,26.23,6.09,17.24,0.0,10.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-139-img-1.jpg,Healthy,test,7.2,25.51,6.58,16.65,0.008,9.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-139-img-2.jpg,Healthy,val,6.8,24.77,6.26,16.75,0.031,11.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-139-img-3.jpg,Healthy,train,7.48,26.59,6.45,15.53,0.014,10.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-14-img-1.jpg,Healthy,train,7.63,27.39,6.98,17.47,0.068,8.83
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-14-img-2.jpg,Healthy,train,7.52,26.92,7.1,14.72,0.063,10.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-14-img-3.jpg,Healthy,test,6.77,22.56,6.22,12.56,0.009,15.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-140-img-1.jpg,Healthy,train,7.1,26.93,5.93,17.08,0.005,11.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-140-img-2.jpg,Healthy,train,6.73,27.23,6.69,13.2,0.027,15.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-140-img-3.jpg,Healthy,train,6.83,24.65,5.32,14.34,0.009,13.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-141-img-1.jpg,Healthy,train,7.42,25.23,6.39,13.01,0.014,14.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-141-img-2.jpg,Healthy,test,6.48,25.97,6.37,15.04,0.023,13.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-141-img-3.jpg,Healthy,train,7.41,27.08,6.72,15.04,0.003,11.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-142-img-1.jpg,Healthy,train,7.26,26.15,7.27,12.52,0.0,7.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-142-img-2.jpg,Healthy,train,7.25,26.08,6.59,15.49,0.03,5.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-142-img-3.jpg,Healthy,test,6.92,25.85,5.68,14.65,0.001,16.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-15-img-1.jpg,Healthy,train,7.21,26.35,5.87,13.77,0.004,13.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-15-img-2.jpg,Healthy,train,6.9,24.33,6.62,16.0,0.01,15.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-15-img-3.jpg,Healthy,test,7.58,24.11,5.13,15.93,0.013,12.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-16-img-1.jpg,Healthy,val,7.83,23.59,6.59,19.05,0.002,12.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-16-img-3.jpg,Healthy,train,7.15,28.06,5.39,18.07,0.001,11.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-17-img-1.jpg,Healthy,val,6.83,25.36,6.79,11.8,0.011,13.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-18-img-1.jpg,Healthy,train,7.26,25.01,6.71,15.04,0.028,11.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-18-img-2.jpg,Healthy,train,6.83,27.08,5.85,13.09,0.017,13.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-18-img-3.jpg,Healthy,train,7.11,26.0,5.87,16.21,0.008,13.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-19-img-1.jpg,Healthy,train,7.41,25.34,6.47,19.2,0.003,11.26
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-19-img-3.jpg,Healthy,train,7.42,25.73,6.18,17.64,0.01,12.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-2-img-1.jpg,Healthy,val,7.25,23.2,7.0,13.63,0.017,14.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-2-img-2.jpg,Healthy,test,6.84,27.1,6.51,13.09,0.005,12.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-2-img-3.jpg,Healthy,train,7.14,26.16,6.79,18.95,0.015,7.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-20-img-1.jpg,Healthy,val,6.93,24.0,6.41,16.84,0.03,10.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-20-img-2.jpg,Healthy,train,6.16,24.12,6.68,16.77,0.005,10.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-20-img-3.jpg,Healthy,train,6.42,26.3,6.72,15.81,0.008,15.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-21-img-1.jpg,Healthy,train,7.42,23.33,6.66,13.99,0.003,11.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-22-img-1.jpg,Healthy,train,7.0,26.05,5.96,12.83,0.005,15.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-23-img-1.jpg,Healthy,train,7.45,23.41,6.16,17.39,0.034,9.06
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-24-img-1.jpg,Healthy,val,7.44,25.62,6.2,17.84,0.018,10.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-25-img-1.jpg,Healthy,train,7.92,24.75,4.51,15.84,0.061,16.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-25-img-2.jpg,Healthy,train,7.52,24.5,6.31,15.5,0.014,5.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-25-img-3.jpg,Healthy,test,7.25,26.8,6.94,14.36,0.051,17.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-26-img-1.jpg,Healthy,train,7.4,26.63,6.92,13.77,0.004,8.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-26-img-2.jpg,Healthy,train,6.83,26.66,6.89,15.92,0.059,17.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-27-img-2.jpg,Healthy,test,6.87,25.42,6.85,16.7,0.01,11.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-28-img-1.jpg,Healthy,train,7.34,27.34,6.79,16.0,0.001,12.15
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-28-img-2.jpg,Healthy,train,7.41,26.63,6.75,13.95,0.016,9.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-28-img-3.jpg,Healthy,train,7.12,25.28,6.07,16.39,0.022,10.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-29-img-1.jpg,Healthy,train,7.41,23.95,7.11,15.52,0.047,12.21
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-29-img-2.jpg,Healthy,train,7.01,24.46,5.82,11.96,0.026,15.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-29-img-3.jpg,Healthy,train,7.04,23.44,5.94,17.47,0.001,13.62
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-3-img-1.jpg,Healthy,test,7.15,27.68,7.22,14.28,0.028,8.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-3-img-2.jpg,Healthy,train,6.91,24.56,6.67,14.9,0.001,8.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-3-img-3.jpg,Healthy,train,7.22,25.65,6.04,16.78,0.011,15.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-31-img-1.jpg,Healthy,train,6.75,25.02,6.46,12.1,0.006,14.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-31-img-2.jpg,Healthy,train,6.81,24.92,6.59,13.91,0.018,11.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-31-img-3.jpg,Healthy,train,6.81,27.24,6.91,12.7,0.025,7.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-32-img-1.jpg,Healthy,train,7.48,27.53,6.64,16.1,0.005,13.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-32-img-2.jpg,Healthy,train,7.51,27.75,6.39,14.91,0.017,11.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-32-img-3.jpg,Healthy,train,6.71,27.69,6.33,16.13,0.075,8.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-33-img-1.jpg,Healthy,val,7.19,25.74,6.61,14.26,0.049,7.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-33-img-2.jpg,Healthy,test,7.07,28.62,7.19,12.42,0.025,14.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-33-img-3.jpg,Healthy,train,7.29,25.65,6.11,13.62,0.006,17.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-34-img-1.jpg,Healthy,train,7.11,25.13,6.62,16.0,0.054,13.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-34-img-2.jpg,Healthy,val,7.34,24.14,6.93,16.77,0.015,11.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-34-img-3.jpg,Healthy,test,7.01,27.61,7.68,13.43,0.045,7.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-35-img-1.jpg,Healthy,train,7.13,28.18,5.83,16.39,0.024,7.15
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-35-img-2.jpg,Healthy,test,6.59,25.18,6.93,14.23,0.007,11.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-35-img-3.jpg,Healthy,train,7.2,24.97,6.25,17.89,0.021,9.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-36-img-1.jpg,Healthy,val,7.05,27.19,6.67,16.14,0.002,14.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-36-img-2.jpg,Healthy,train,6.87,24.76,7.97,17.49,0.009,15.15
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-36-img-3.jpg,Healthy,train,7.06,26.82,6.37,14.75,0.009,12.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-37-img-1.jpg,Healthy,train,7.13,24.72,6.59,20.97,0.004,13.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-37-img-2.jpg,Healthy,train,7.45,26.63,6.8,19.11,0.003,8.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-37-img-3.jpg,Healthy,val,7.37,24.62,6.29,14.41,0.004,12.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-38-img-1.jpg,Healthy,train,7.72,24.94,5.87,14.57,0.015,11.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-38-img-2.jpg,Healthy,train,6.79,25.15,7.01,19.18,0.011,16.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-39-img-1.jpg,Healthy,train,6.5,24.7,6.77,9.73,0.041,12.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-39-img-3.jpg,Healthy,train,6.9,26.13,6.04,15.51,0.008,13.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-4-img-1.jpg,Healthy,train,9.58,27.29,4.71,15.08,0.011,7.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-4-img-2.jpg,Healthy,train,7.64,27.5,6.64,18.52,0.036,13.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-4-img-3.jpg,Healthy,train,7.3,27.64,6.19,12.36,0.039,11.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-40-img-1.jpg,Healthy,test,6.96,25.9,7.12,14.09,0.046,11.17
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-40-img-2.jpg,Healthy,train,7.48,25.09,6.61,17.4,0.011,10.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-41-img-1.jpg,Healthy,train,6.64,26.93,6.18,12.62,0.009,11.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-42-img-1.jpg,Healthy,train,7.61,27.35,8.14,16.3,0.013,8.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-42-img-3.jpg,Healthy,val,6.98,26.12,6.73,17.91,0.03,14.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-43-img-1.jpg,Healthy,test,7.39,26.61,6.07,17.81,0.004,14.09
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-43-img-2.jpg,Healthy,test,7.29,26.69,6.6,15.62,0.018,14.35
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-43-img-3.jpg,Healthy,val,7.29,24.45,6.7,18.62,0.006,11.35
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-44-img-1.jpg,Healthy,train,6.87,24.82,6.31,12.19,0.048,7.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-44-img-2.jpg,Healthy,train,7.21,24.64,7.26,16.02,0.032,15.09
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-44-img-3.jpg,Healthy,test,6.87,27.34,6.59,16.11,0.008,9.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-45-img-1.jpg,Healthy,train,7.02,26.69,5.82,16.7,0.034,8.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-45-img-2.jpg,Healthy,train,6.99,26.87,6.63,13.92,0.009,10.62
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-45-img-3.jpg,Healthy,val,7.18,26.52,5.72,15.19,0.008,11.21
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-46-img-1.jpg,Healthy,train,7.1,27.1,6.67,15.63,0.006,9.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-46-img-3.jpg,Healthy,train,7.24,27.14,6.81,12.97,0.0,11.27
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-47-img-1.jpg,Healthy,train,7.93,28.15,7.62,12.38,0.005,16.0
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-47-img-3.jpg,Healthy,train,7.53,29.02,7.01,15.5,0.017,15.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-48-img-1.jpg,Healthy,test,7.09,28.35,6.09,18.06,0.005,14.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-48-img-3.jpg,Healthy,train,9.2,26.55,4.69,16.25,0.018,14.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-49-img-1.jpg,Healthy,train,6.88,28.22,7.48,15.01,0.024,8.06
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-49-img-3.jpg,Healthy,train,7.46,27.85,7.34,16.13,0.012,9.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-5-img-1.jpg,Healthy,train,7.1,26.51,7.28,16.71,0.036,9.06
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-5-img-2.jpg,Healthy,val,8.12,26.36,5.92,15.77,0.018,11.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-5-img-3.jpg,Healthy,train,7.06,25.77,6.46,14.1,0.002,14.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-50-img-1.jpg,Healthy,train,7.28,24.3,6.81,16.26,0.007,9.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-50-img-2.jpg,Healthy,train,6.79,27.23,6.17,15.91,0.038,11.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-50-img-3.jpg,Healthy,train,6.98,25.73,5.73,14.02,0.004,11.15
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-51-img-1.jpg,Healthy,val,7.18,26.72,6.94,13.7,0.008,8.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-51-img-3.jpg,Healthy,val,6.97,24.85,5.85,14.09,0.005,12.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-52-img-1.jpg,Healthy,val,7.08,24.61,6.48,13.3,0.007,16.06
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-52-img-2.jpg,Healthy,train,7.28,26.28,7.85,15.7,0.006,8.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-52-img-3.jpg,Healthy,train,7.18,24.75,6.96,13.9,0.001,8.44
