image_path,label,species,split_x,is_augmented,fold,split_y,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity,temp_do_ratio,ammonia_toxicity_index,stress_score
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_247.jpg,Fungal diseases Saprolegniasis,fish,train,False,4,train,5.29,32.41,4.17,24.48,0.844,36.8,7.77216361591459,0.021334450870226222,4.588
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_26.jpg,Fungal diseases Saprolegniasis,fish,train,False,1,val,6.01,32.08,4.61,25.97,0.221,50.58,6.958770154511595,0.029019279446052048,1.7479999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_27.jpg,Fungal diseases Saprolegniasis,fish,train,False,1,val,4.97,28.28,3.1,23.53,0.142,51.43,9.122551217576717,0.0014990901163874088,2.197
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_31.png,Fungal diseases Saprolegniasis,fish,train,False,4,train,5.5,31.32,2.91,28.71,0.029,13.59,10.762849612200645,0.0011488934212710942,1.6429999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_33.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,6.58,28.53,4.99,29.91,0.231,43.47,5.717423411977131,0.10022446412771666,1.503
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_34.jpg,Fungal diseases Saprolegniasis,fish,train,False,0,train,6.01,31.87,2.41,27.41,0.453,37.49,13.224011518624403,0.05909357396714556,3.3360000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_35.jpg,Fungal diseases Saprolegniasis,fish,train,False,0,train,6.41,28.65,2.76,26.87,0.127,55.51,10.380397172474012,0.037410054301574604,1.807
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_36.jpg,Fungal diseases Saprolegniasis,fish,train,False,4,train,6.67,30.25,3.57,27.44,0.731,42.27,8.473365620824591,0.4137164098199396,3.902
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_37.jpg,Fungal diseases Saprolegniasis,fish,train,False,1,train,5.92,32.67,1.96,26.55,0.029,47.97,16.66828230468212,0.0031521517986232137,1.802
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_39.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,6.42,34.73,2.89,33.92,0.355,31.64,12.017259455849631,0.12971587444910776,2.677
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_41.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,5.7,31.77,3.16,30.5,0.676,42.77,10.053765652640339,0.04305503058696316,4.096000000000001
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_43.jpg,Fungal diseases Saprolegniasis,fish,train,False,4,train,5.92,34.42,3.12,31.31,0.341,29.61,11.032015923025888,0.039050377477846766,2.702
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_5.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,6.09,31.25,4.13,34.35,0.388,53.36,7.566567635429455,0.059668035384400485,2.536
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_54.png,Fungal diseases Saprolegniasis,fish,train,False,1,train,5.63,32.25,1.65,27.38,0.533,33.44,19.54533608887219,0.029330327974241104,3.998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_55.jpg,Fungal diseases Saprolegniasis,fish,train,False,3,val,6.28,33.87,3.47,22.81,0.176,35.55,9.760778787381014,0.04543471998026031,1.8289999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_56.jpg,Fungal diseases Saprolegniasis,fish,train,False,1,val,5.95,26.75,2.61,27.22,0.355,51.66,10.249002877383612,0.03385416688501034,2.9019999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_58.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,5.48,33.2,3.24,30.78,0.445,37.19,10.246881954068042,0.017846706686887773,3.214
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_59.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,5.94,30.97,3.01,29.96,0.971,33.2,10.2890023621184,0.10476601540757033,5.249
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_6.jpg,Fungal diseases Saprolegniasis,fish,train,False,4,train,6.12,34.37,3.82,27.97,0.552,38.09,8.997358645657995,0.10004113290203764,3.2760000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_60.jpg,Fungal diseases Saprolegniasis,fish,train,False,1,train,6.68,30.25,2.01,33.11,0.566,44.39,15.049676369769307,0.32779460502808183,3.707
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_63.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,6.35,28.18,3.14,26.66,1.066,43.29,8.974493711803465,0.26900365742422494,5.467
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_64.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,5.96,30.54,1.93,22.07,0.279,56.52,15.82375220853778,0.031083737113865306,2.7990000000000004
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_66.jpg,Fungal diseases Saprolegniasis,fish,train,False,3,train,6.37,30.08,2.48,30.29,0.235,35.71,12.128983350873584,0.06628353859893386,2.335
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_67.jpg,Fungal diseases Saprolegniasis,fish,train,False,3,train,6.78,27.01,4.39,36.22,0.045,60.43,6.152605574930354,0.029295241955763142,0.879
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_68.jpg,Fungal diseases Saprolegniasis,fish,train,False,1,train,5.46,26.79,3.11,34.42,0.705,38.2,8.614120211832116,0.021788223519190814,4.299
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_69.jpg,Fungal diseases Saprolegniasis,fish,train,False,4,train,5.1,36.09,4.79,27.48,0.079,39.22,7.534431034590743,0.0014357339323281862,1.399
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_70.jpg,Fungal diseases Saprolegniasis,fish,train,False,1,train,6.52,30.13,2.27,33.12,0.196,40.43,13.27306928163312,0.07821952861172042,2.197
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_71.jpg,Fungal diseases Saprolegniasis,fish,train,False,3,train,5.52,31.27,2.8,26.64,0.337,55.22,11.167817257795509,0.013957825787489308,2.902
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_72.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,5.51,30.14,3.81,29.79,0.289,46.19,7.910740391757502,0.011274598419756993,2.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_73.jpg,Fungal diseases Saprolegniasis,fish,train,False,0,val,5.66,35.62,3.63,32.25,0.592,41.76,9.812645144228252,0.03855454775174582,3.631
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_74.jpg,Fungal diseases Saprolegniasis,fish,train,False,4,train,7.07,32.82,3.13,33.51,0.15,48.29,10.485589502908937,0.2313608265186923,1.5899999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_76.jpg,Fungal diseases Saprolegniasis,fish,train,False,1,train,4.47,32.51,3.25,30.28,0.418,36.86,10.003046144473402,0.001604180535953212,3.4059999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_77.jpg,Fungal diseases Saprolegniasis,fish,train,False,3,val,6.83,36.03,3.4,29.1,0.033,42.25,10.597027655801012,0.032154235876452504,1.113
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_78.jpg,Fungal diseases Saprolegniasis,fish,train,False,1,train,6.77,30.52,4.04,25.56,0.001,52.96,7.554436746443698,0.0007188603344581023,0.811
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_8.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,6.25,30.02,2.86,21.18,0.023,54.4,10.496466795570646,0.0049113232058219,1.4089999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_81.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,5.67,32.65,3.39,31.98,0.029,50.76,9.631240025840631,0.0017715000741111344,1.448
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_83.jpg,Fungal diseases Saprolegniasis,fish,train,False,3,val,6.29,32.43,4.32,32.76,0.134,41.97,7.506927067298456,0.03389313475840223,1.403
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_87.jpg,Fungal diseases Saprolegniasis,fish,train,False,0,train,7.3,27.86,2.4,29.09,0.181,48.42,11.60828496547931,0.4024571786080387,1.8640000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_88.jpg,Fungal diseases Saprolegniasis,fish,train,False,3,train,6.48,28.12,4.08,26.49,0.749,40.19,6.8921399702451716,0.25442344296360353,3.8780000000000006
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_90.jpg,Fungal diseases Saprolegniasis,fish,train,False,4,train,6.82,28.43,2.83,27.62,0.585,41.12,10.045900897876685,0.4395342446084296,3.4949999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_93.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,6.0,30.83,1.83,29.57,0.017,23.61,16.846902475942752,0.0020964399999999998,1.769
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_95.jpg,Fungal diseases Saprolegniasis,fish,train,False,4,train,5.98,32.55,3.48,23.97,0.238,29.7,9.353421398214373,0.02959292825859787,2.1639999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_97.jpg,Fungal diseases Saprolegniasis,fish,train,False,2,train,4.61,29.85,4.53,26.1,0.079,42.23,6.589389427396408,0.0003842655208415077,1.6239999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_98.jpg,Fungal diseases Saprolegniasis,fish,train,False,3,train,5.65,33.63,1.73,28.99,0.75,53.87,19.439193993098307,0.04506590761211071,4.835999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_0.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,5.23,28.69,4.17,30.13,0.381,54.68,6.880079424269967,0.00742532582330303,2.754
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_1.jpg,Fungal diseases Saprolegniasis,fish,train,True,4,,,,,,,,,,
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_10.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,val,4.97,28.75,2.87,29.15,0.009,43.11,10.017386699001047,9.659182013248849e-05,1.734
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_100.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,6.66,27.18,2.0,28.72,0.045,45.15,13.589932050339748,0.022362582588718153,1.632
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_101.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,5.14,30.87,3.72,28.28,0.1,43.67,8.298364789341964,0.0017044984899316413,1.792
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_103.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,6.42,26.82,2.53,23.15,0.156,35.21,10.600748613641844,0.044019323426603696,1.989
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_105.jpg,Fungal diseases Saprolegniasis,fish,train,True,3,train,6.09,31.96,2.41,33.32,0.485,28.24,13.261355762009286,0.07627961643541757,3.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_107.jpg,Fungal diseases Saprolegniasis,fish,train,True,2,train,5.62,35.19,2.85,22.74,0.02,34.34,12.347325097104921,0.0011735706883456885,1.589
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_108.jpg,Fungal diseases Saprolegniasis,fish,train,True,2,train,6.61,37.92,3.0,20.3,0.053,59.94,12.63995786680711,0.03274946348478377,1.3789999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_109.jpg,Fungal diseases Saprolegniasis,fish,train,True,2,train,5.54,32.68,3.0,20.3,0.149,53.67,10.893297022343258,0.006753490722582085,2.0839999999999996
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_112.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,6.98,28.5,4.03,25.39,0.092,26.33,7.071942749521714,0.1001596224219283,1.1149999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_114.jpg,Fungal diseases Saprolegniasis,fish,train,True,4,train,5.85,31.99,2.83,26.77,0.191,49.31,11.303846982872852,0.017302449830830693,2.2100000000000004
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_115.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,6.49,31.49,1.18,29.71,0.601,48.92,26.68621452360573,0.23394142122032663,4.153
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_116.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,6.44,31.84,0.81,29.63,0.141,31.56,39.30815668942358,0.04945977803965804,2.4389999999999996
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_118.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,5.67,31.32,2.35,29.68,0.088,53.47,13.327602861264419,0.005156611548040496,1.996
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_122.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,7.22,33.7,3.13,27.48,0.036,29.63,10.766738764412894,0.0805364334441299,1.089
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_125.jpg,Fungal diseases Saprolegniasis,fish,train,True,3,train,5.82,28.25,2.84,26.38,0.069,72.23,9.947148073422277,0.005151426814115229,1.7279999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_126.jpg,Fungal diseases Saprolegniasis,fish,train,True,2,train,6.46,29.01,4.06,28.9,0.143,51.07,7.145302597776855,0.04785681123406202,1.466
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_127.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,5.76,33.18,3.61,27.25,0.045,44.42,9.19111027393276,0.003436757481752434,1.419
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_129.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,5.76,31.08,3.22,24.26,0.222,45.78,9.652143937441187,0.015881589848165678,2.244
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_13.jpg,Fungal diseases Saprolegniasis,fish,train,True,4,train,6.12,30.6,3.46,31.0,1.005,39.29,8.843905075418858,0.16216139792330075,5.196
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_130.jpg,Fungal diseases Saprolegniasis,fish,train,True,3,train,6.68,32.52,2.93,29.3,0.207,49.8,11.098938228879765,0.12887861898731054,1.995
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_132.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,4.8,32.21,3.73,30.99,0.604,45.46,8.635365588832201,0.004910069673474815,3.9070000000000005
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_133.jpg,Fungal diseases Saprolegniasis,fish,train,True,4,train,6.0,30.93,3.31,32.44,0.437,29.99,9.34438264536965,0.054065640000000005,3.0050000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_134.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,5.42,34.34,3.1,29.48,0.169,39.34,11.077383621343158,0.006105862032098069,2.1700000000000004
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_137.jpg,Fungal diseases Saprolegniasis,fish,train,True,4,train,6.3,28.98,0.78,19.74,0.281,57.22,37.15336982859194,0.06499271692188509,3.0500000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_14.jpg,Fungal diseases Saprolegniasis,fish,train,True,4,train,5.69,30.7,4.41,27.13,0.653,44.69,6.961435461597593,0.03927457987904475,3.6319999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_144.jpg,Fungal diseases Saprolegniasis,fish,train,True,4,train,6.48,29.81,2.77,30.56,0.026,44.71,10.761694001104688,0.009362575121659156,1.379
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_147.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,5.86,32.56,4.64,23.21,0.393,40.73,7.017226255977898,0.03707976199998554,2.472
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_148.jpg,Fungal diseases Saprolegniasis,fish,train,True,2,train,6.08,28.73,3.65,26.38,0.646,39.94,7.871211311749831,0.0892540918217466,3.7150000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_149.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,6.7,35.34,3.51,28.43,0.446,42.5,10.068347383625689,0.31598130996115853,2.771
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_15.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,6.28,31.29,3.9,28.09,0.859,40.36,8.02305635113756,0.20486073111238065,4.432
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_151.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,6.61,26.05,4.82,31.45,0.025,36.7,5.404553102586925,0.010612256236797145,0.7209999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_152.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,7.03,27.45,3.29,27.57,0.148,44.35,8.34343968559366,0.1741261731783321,1.5459999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_155.jpg,Fungal diseases Saprolegniasis,fish,train,True,3,train,6.61,28.57,3.26,33.74,0.081,27.61,8.763776798230682,0.03770988869943777,1.413
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_158.jpg,Fungal diseases Saprolegniasis,fish,train,True,2,val,5.87,32.85,3.06,29.66,0.266,43.73,10.735259035101192,0.0259105720780462,2.435
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_159.jpg,Fungal diseases Saprolegniasis,fish,train,True,3,,,,,,,,,,
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_160.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,5.98,32.95,3.24,32.18,0.149,42.99,10.16972169838982,0.01875433540280618,1.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_161.jpg,Fungal diseases Saprolegniasis,fish,train,True,3,,,,,,,,,,
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_162.jpg,Fungal diseases Saprolegniasis,fish,train,True,4,train,6.04,31.65,3.63,23.0,0.019,41.44,8.718984245222465,0.002637468653002817,1.225
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_164.jpg,Fungal diseases Saprolegniasis,fish,train,True,0,train,6.32,34.58,1.71,25.26,0.346,44.06,20.2221039643043,0.09999103852362688,3.025
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_169.jpg,Fungal diseases Saprolegniasis,fish,train,True,2,val,4.99,29.73,1.5,28.13,0.354,55.44,19.81986786754755,0.0041139419811887035,3.519
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_17.jpg,Fungal diseases Saprolegniasis,fish,train,True,1,train,6.17,32.46,2.85,22.36,0.244,47.75,11.389433721285188,0.04685957368122145,2.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_171.jpg,Fungal diseases Saprolegniasis,fish,train,True,3,,,,,,,,,,
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_aug_174.jpg,Fungal diseases Saprolegniasis,fish,train,True,2,train,5.64,34.11,3.78,28.26,0.416,61.65,9.023785651360711,0.02477621958275285,2.8880000000000003
